elapsed_s,prediction,confidence,p_deformed
8.801,1,0.4605,0.4605
8.901,1,0.4605,0.4605
9.001,1,0.4605,0.4605
9.101,1,0.5307,0.5307
9.201,0,0.7924,0.2076
9.301,1,0.4760,0.4760
9.401,1,0.4760,0.4760
9.501,1,0.4760,0.4760
9.601,1,0.4760,0.4760
9.701,0,0.7921,0.2079
9.801,0,0.7921,0.2079
9.901,0,0.7921,0.2079
10.001,0,0.7924,0.2076
10.101,0,0.7924,0.2076
10.201,0,0.7921,0.2079
10.301,0,0.7924,0.2076
10.401,0,0.7924,0.2076
10.501,0,0.7924,0.2076
10.601,0,0.7921,0.2079
10.701,0,0.7921,0.2079
10.801,0,0.7921,0.2079
10.901,0,0.7924,0.2076
11.001,0,0.7921,0.2079
11.101,0,0.7921,0.2079
11.201,0,0.7921,0.2079
11.301,0,0.7921,0.2079
11.401,0,0.7924,0.2076
11.501,0,0.7921,0.2079
11.601,0,0.7921,0.2079
11.701,0,0.7921,0.2079
11.801,0,0.7921,0.2079
11.901,0,0.7921,0.2079
12.001,0,0.7921,0.2079
12.100,0,0.7921,0.2079
12.201,0,0.7921,0.2079
12.301,0,0.7921,0.2079
12.401,0,0.7921,0.2079
12.501,0,0.7924,0.2076
12.601,0,0.7924,0.2076
12.700,0,0.7924,0.2076
12.800,0,0.7924,0.2076
12.900,0,0.7924,0.2076
13.000,1,0.4760,0.4760
13.100,1,0.4760,0.4760
13.199,1,0.4760,0.4760
13.300,0,0.7924,0.2076
13.400,0,0.7924,0.2076
13.500,0,0.7924,0.2076
13.600,0,0.7924,0.2076
13.700,0,0.7924,0.2076
13.800,0,0.7921,0.2079
13.900,1,0.4760,0.4760
14.000,1,0.4760,0.4760
14.100,1,0.4760,0.4760
14.200,1,0.4760,0.4760
14.301,0,0.7921,0.2079
14.401,0,0.7921,0.2079
14.500,0,0.7921,0.2079
14.600,0,0.7921,0.2079
14.700,0,0.7924,0.2076
14.801,1,0.5307,0.5307
14.901,1,0.5307,0.5307
15.001,1,0.5307,0.5307
15.100,1,0.4605,0.4605
15.200,1,0.5307,0.5307
15.300,0,0.9882,0.0118
15.401,0,0.9882,0.0118
15.501,0,0.9882,0.0118
15.600,1,0.4605,0.4605
15.700,1,0.4605,0.4605
15.801,1,0.4605,0.4605
15.900,1,0.4605,0.4605
16.001,1,0.4605,0.4605
16.101,0,0.9882,0.0118
16.200,1,0.4605,0.4605
16.300,1,0.4605,0.4605
16.401,0,0.9882,0.0118
16.501,1,0.5307,0.5307
16.601,1,0.5307,0.5307
16.701,1,0.5307,0.5307
16.801,1,0.5307,0.5307
16.901,1,0.5307,0.5307
17.001,1,0.5307,0.5307
17.101,0,0.9882,0.0118
17.201,0,0.9882,0.0118
17.301,0,0.9882,0.0118
17.401,0,0.9882,0.0118
17.501,0,0.9882,0.0118
17.601,0,0.9882,0.0118
17.701,0,0.9882,0.0118
17.801,0,0.9882,0.0118
17.901,0,0.9882,0.0118
18.001,1,0.4605,0.4605
18.101,1,0.4605,0.4605
18.201,1,0.4605,0.4605
18.301,1,0.5307,0.5307
18.401,1,0.4605,0.4605
18.501,1,0.4605,0.4605
18.601,1,0.4605,0.4605
18.701,1,0.5307,0.5307
18.801,1,0.4605,0.4605
18.901,1,0.4605,0.4605
19.001,1,0.4605,0.4605
19.101,1,0.4605,0.4605
19.201,0,0.9882,0.0118
19.301,0,0.9882,0.0118
19.401,0,0.9882,0.0118
19.501,0,0.9882,0.0118
19.601,0,0.9882,0.0118
19.701,0,0.9882,0.0118
19.801,1,0.4605,0.4605
19.901,1,0.4605,0.4605
20.001,1,0.4605,0.4605
20.101,0,0.9882,0.0118
20.200,0,0.9882,0.0118
20.301,0,0.9882,0.0118
20.401,0,0.9882,0.0118
20.501,0,0.9882,0.0118
20.601,0,0.9882,0.0118
20.701,0,0.9882,0.0118
20.801,0,0.9882,0.0118
20.901,0,0.9882,0.0118
21.001,0,0.9882,0.0118
21.101,0,0.9882,0.0118
21.201,0,0.9882,0.0118
21.301,0,0.9882,0.0118
21.401,0,0.9882,0.0118
21.501,0,0.9882,0.0118
21.601,0,0.9882,0.0118
21.700,0,0.9882,0.0118
21.800,0,0.9882,0.0118
21.900,0,0.9882,0.0118
22.000,0,0.9882,0.0118
22.100,0,0.9882,0.0118
22.200,0,0.9882,0.0118
22.300,0,0.9882,0.0118
22.401,0,0.9882,0.0118
22.500,0,0.9882,0.0118
22.600,0,0.9882,0.0118
22.700,0,0.9882,0.0118
22.800,1,0.4605,0.4605
22.900,1,0.4605,0.4605
23.000,1,0.4605,0.4605
23.100,1,0.4605,0.4605
23.200,1,0.4605,0.4605
23.300,1,0.4605,0.4605
23.400,0,0.9882,0.0118
23.500,1,0.4605,0.4605
23.600,1,0.4605,0.4605
23.700,1,0.4605,0.4605
23.800,1,0.4605,0.4605
23.900,1,0.5307,0.5307
24.000,1,0.5307,0.5307
24.101,1,0.5307,0.5307
24.200,1,0.5307,0.5307
24.300,1,0.5307,0.5307
24.400,1,0.4760,0.4760
24.500,1,0.4760,0.4760
24.600,1,0.4605,0.4605
24.700,1,0.4605,0.4605
24.800,1,0.4605,0.4605
24.900,1,0.4605,0.4605
25.000,1,0.4605,0.4605
25.100,1,0.4605,0.4605
25.203,1,0.4605,0.4605
25.300,1,0.4605,0.4605
25.400,1,0.4605,0.4605
25.501,1,0.4605,0.4605
25.600,0,0.9882,0.0118
25.700,1,0.4605,0.4605
25.801,1,0.4605,0.4605
25.900,1,0.4605,0.4605
26.000,1,0.4605,0.4605
26.101,1,0.5307,0.5307
26.200,1,0.5307,0.5307
26.301,1,0.5307,0.5307
26.401,1,0.5307,0.5307
26.501,1,0.5307,0.5307
26.600,1,0.5307,0.5307
26.700,1,0.5307,0.5307
26.800,1,0.5307,0.5307
26.901,1,0.5307,0.5307
27.001,1,0.5307,0.5307
27.101,1,0.5307,0.5307
27.201,1,0.5307,0.5307
27.301,1,0.4605,0.4605
27.400,1,0.4605,0.4605
27.500,1,0.4605,0.4605
27.601,1,0.4605,0.4605
27.701,0,0.9882,0.0118
27.800,1,0.4605,0.4605
27.901,1,0.4605,0.4605
28.001,1,0.4605,0.4605
28.101,0,0.9882,0.0118
28.201,0,0.9882,0.0118
28.301,0,0.9882,0.0118
28.401,0,0.9882,0.0118
28.501,0,0.9964,0.0036
28.601,0,0.9964,0.0036
28.701,0,0.9964,0.0036
28.801,0,0.9882,0.0118
28.901,0,0.9882,0.0118
29.001,1,0.4605,0.4605
29.101,1,0.4605,0.4605
29.201,1,0.4605,0.4605
29.301,1,0.4605,0.4605
29.401,1,0.4605,0.4605
29.501,0,0.9882,0.0118
29.603,0,0.9882,0.0118
29.701,1,0.4605,0.4605
29.801,1,0.4605,0.4605
29.901,1,0.4605,0.4605
30.001,1,0.5307,0.5307
30.101,1,0.5307,0.5307
30.201,1,0.4605,0.4605
30.301,1,0.4605,0.4605
30.401,1,0.4605,0.4605
30.501,1,0.4605,0.4605
30.601,0,0.9882,0.0118
30.700,0,0.9882,0.0118
30.800,0,0.9882,0.0118
30.900,0,0.9882,0.0118
31.000,0,0.9882,0.0118
31.100,0,0.9882,0.0118
31.200,1,0.4605,0.4605
31.300,1,0.4605,0.4605
31.400,1,0.4605,0.4605
31.500,1,0.4605,0.4605
31.600,1,0.4605,0.4605
31.700,1,0.4605,0.4605
31.799,1,0.4605,0.4605
31.900,1,0.4605,0.4605
32.000,1,0.5307,0.5307
32.100,1,0.5307,0.5307
32.200,1,0.5307,0.5307
32.300,0,0.9882,0.0118
32.400,0,0.9882,0.0118
32.500,0,0.9882,0.0118
32.600,0,0.9882,0.0118
32.700,0,0.9882,0.0118
32.800,0,0.9882,0.0118
32.900,1,0.4605,0.4605
33.000,1,0.4605,0.4605
33.100,1,0.5307,0.5307
33.200,1,0.5307,0.5307
33.300,0,0.9882,0.0118
33.400,0,0.9882,0.0118
33.500,0,0.9882,0.0118
33.600,1,0.4605,0.4605
33.700,1,0.4605,0.4605
33.800,1,0.4605,0.4605
33.900,1,0.4605,0.4605
34.000,0,0.9882,0.0118
34.099,1,0.5307,0.5307
34.200,1,0.4605,0.4605
34.300,1,0.4605,0.4605
34.400,1,0.4605,0.4605
34.500,1,0.4605,0.4605
34.600,1,0.4605,0.4605
34.700,1,0.5307,0.5307
34.800,1,0.5307,0.5307
34.900,1,0.4605,0.4605
35.000,1,0.4605,0.4605
35.100,1,0.4605,0.4605
35.200,1,0.4605,0.4605
35.300,1,0.5307,0.5307
35.400,0,0.9882,0.0118
35.500,0,0.9882,0.0118
35.600,0,0.9882,0.0118
35.700,0,0.9882,0.0118
35.800,0,0.9882,0.0118
35.900,1,0.4605,0.4605
36.000,1,0.4605,0.4605
36.100,1,0.4605,0.4605
36.200,1,0.4605,0.4605
36.301,1,0.4605,0.4605
36.400,1,0.4605,0.4605
36.502,1,0.4605,0.4605
36.600,1,0.4605,0.4605
36.700,1,0.4605,0.4605
36.800,1,0.4605,0.4605
36.900,1,0.4605,0.4605
37.000,1,0.4605,0.4605
37.100,1,0.4605,0.4605
37.201,0,0.9882,0.0118
37.301,0,0.9882,0.0118
37.400,0,0.9882,0.0118
37.501,0,0.9882,0.0118
37.600,0,0.9882,0.0118
37.700,0,0.9882,0.0118
37.800,1,0.4605,0.4605
37.900,0,0.9882,0.0118
38.000,0,0.9882,0.0118
38.101,0,0.9882,0.0118
38.200,0,0.9964,0.0036
38.301,0,0.9882,0.0118
38.400,0,0.9882,0.0118
38.501,0,0.9882,0.0118
38.600,1,0.4605,0.4605
38.701,0,0.9882,0.0118
38.801,1,0.5307,0.5307
38.901,1,0.5307,0.5307
39.000,1,0.5307,0.5307
39.101,1,0.5307,0.5307
39.201,1,0.5307,0.5307
39.301,0,0.9882,0.0118
39.401,0,0.9882,0.0118
39.501,0,0.9882,0.0118
39.601,0,0.9882,0.0118
39.701,0,0.9882,0.0118
39.800,0,0.9882,0.0118
39.900,1,0.4605,0.4605
40.000,1,0.4605,0.4605
40.100,0,0.9882,0.0118
40.200,0,0.9882,0.0118
40.300,0,0.9882,0.0118
40.400,1,0.4605,0.4605
40.500,1,0.4605,0.4605
40.600,1,0.4605,0.4605
40.700,1,0.4605,0.4605
40.800,1,0.4605,0.4605
40.900,0,0.9882,0.0118
41.000,1,0.4605,0.4605
41.100,1,0.4605,0.4605
41.200,1,0.4605,0.4605
41.300,0,0.9882,0.0118
41.400,0,0.9882,0.0118
41.500,0,0.9882,0.0118
41.600,0,0.9882,0.0118
41.700,0,0.9882,0.0118
41.800,0,0.9882,0.0118
41.900,0,0.9882,0.0118
42.000,1,0.4605,0.4605
42.100,0,0.9964,0.0036
42.200,0,0.9964,0.0036
42.300,0,0.9964,0.0036
42.400,0,0.9964,0.0036
42.500,1,0.5307,0.5307
42.601,1,0.5307,0.5307
42.700,1,0.5307,0.5307
42.801,0,0.9882,0.0118
42.900,0,0.9882,0.0118
43.000,0,0.9882,0.0118
43.099,0,0.9882,0.0118
43.199,0,0.9882,0.0118
43.300,0,0.9882,0.0118
43.400,0,0.9882,0.0118
43.500,0,0.9882,0.0118
43.601,0,0.9882,0.0118
43.700,0,0.9882,0.0118
43.800,0,0.9882,0.0118
43.900,0,0.9882,0.0118
44.000,1,0.5307,0.5307
44.100,1,0.5307,0.5307
44.200,1,0.5307,0.5307
44.300,1,0.4760,0.4760
44.400,1,0.4760,0.4760
44.500,1,0.4760,0.4760
44.600,1,0.4760,0.4760
44.700,0,0.7924,0.2076
44.800,0,0.7924,0.2076
44.900,1,0.5307,0.5307
45.000,1,0.5307,0.5307
45.099,1,0.4605,0.4605
45.200,1,0.4605,0.4605
45.300,0,0.7921,0.2079
45.400,0,0.7924,0.2076
45.500,0,0.7924,0.2076
45.600,0,0.7924,0.2076
45.700,0,0.7924,0.2076
45.800,0,0.7921,0.2079
45.900,1,0.4605,0.4605
46.000,1,0.5307,0.5307
46.100,1,0.5307,0.5307
46.200,1,0.5307,0.5307
46.300,0,0.7921,0.2079
46.400,0,0.7921,0.2079
46.501,0,0.7921,0.2079
46.600,0,0.7921,0.2079
46.699,0,0.7921,0.2079
46.800,0,0.7921,0.2079
46.900,0,0.7921,0.2079
47.000,0,0.7921,0.2079
47.100,0,0.7921,0.2079
47.200,0,0.7921,0.2079
47.300,0,0.7921,0.2079
47.400,0,0.7921,0.2079
47.501,1,0.4605,0.4605
47.600,1,0.4605,0.4605
47.700,1,0.4605,0.4605
47.801,1,0.4605,0.4605
47.900,1,0.4605,0.4605
48.000,0,0.7921,0.2079
48.100,0,0.7921,0.2079
48.200,0,0.7921,0.2079
48.301,0,0.7921,0.2079
48.400,0,0.7921,0.2079
48.501,0,0.7921,0.2079
48.600,0,0.7921,0.2079
48.696,0,0.7921,0.2079
48.800,1,1.0000,1.0000
48.900,1,1.0000,1.0000
48.999,1,1.0000,1.0000
49.100,1,1.0000,1.0000
49.199,1,1.0000,1.0000
49.299,1,1.0000,1.0000
49.399,0,0.7921,0.2079
49.499,0,0.7921,0.2079
49.600,0,0.7921,0.2079
49.700,0,0.7921,0.2079
49.800,0,0.7921,0.2079
49.899,0,0.8786,0.1214
50.000,0,0.8786,0.1214
50.100,0,0.8786,0.1214
50.200,0,0.8786,0.1214
50.300,1,0.9180,0.9180
50.400,1,0.9180,0.9180
50.498,0,0.8956,0.1044
50.598,0,0.8956,0.1044
50.700,0,0.8956,0.1044
50.800,0,0.8956,0.1044
50.900,0,0.8956,0.1044
51.000,0,0.8956,0.1044
51.100,0,0.8956,0.1044
51.200,0,0.8956,0.1044
51.300,0,0.8956,0.1044
51.400,0,0.8956,0.1044
